繁體	简体	吳拼	備註
菢	菢	bau6	
暴	暴	bau6	
鉋	铇	bau6	
虣	虣	bau6	
靤	靤	bau6	
勽	勽	bau6	
袌	袌	bau6	
毛	毛	mau2	
旄	旄	mau2	
髦	髦	mau2	
牦	牦	mau2	
犛	牦	mau2	
氂	牦	mau2	
䭷	䭷	mau2	
酕	酕	mau2	
茂	茂	mau2	文讀
茅	茅	mau2	
矛	矛	mau2	
蝥	蝥	mau2	
枆	枆	mau2	
鶜	鶜	mau2	
買	买	mau2	又音 僅限於「買㾹病」
堥	堥	mau2	
媌	媌	mau2	
罞	罞	mau2	
卯	卯	mau6	
夘	卯	mau6	
茆	卯	mau6	
莫	莫	mau6	
鉚	铆	mau6	
昴	昴	mau6	
峁	峁	mau6	
戼	戼	mau6	
泖	泖	mau6	
冃	冃	mau6	
蓩	蓩	mau6	
媌	媌	mau6	
緢	緢	mau6	
冒	冒	mau6	
冐	冒	mau6	
帽	帽	mau6	
瑁	瑁	mau6	
媢	媢	mau6	
萺	萺	mau6	
錨	锚	mau6	
貓	猫	mau6	文讀
猫	猫	mau6	文讀
貌	貌	mau6	
耄	耄	mau6	
芼	芼	mau6	
眊	眊	mau6	
覒	覒	mau6	
皃	皃	mau6	
莫	莫	mhau1	
貓	猫	mhau1	僅限於「張貓」
猫	猫	mhau1	僅限於「張貓」
毛	毛	mhau1	又音 僅限於「毛黴」
刀	刀	tau1	
刂	刂	tau1	
叨	叨	tau1	
魛	鱽	tau1	
舠	舠	tau1	
朷	朷	tau1	
忉	忉	tau1	
氘	氘	tau1	化學用字
島	岛	tau3	
嶌	嶌	tau3	古同「島」
搗	捣	tau3	
擣	捣	tau3	
禱	祷	tau3	
倒	倒	tau3	打倒
刀	刀	tau3	量詞
壔	壔	tau3	
禂	禂	tau3	
懤	㤽	tau3	
到	到	tau5	
倒	倒	tau5	倒水
菿	菿	tau5	
滔	滔	thau1	
韜	韬	thau1	
搯	搯	thau1	
謟	謟	thau1	
慆	慆	thau1	
䤾	䤾	thau1	
𩥅	𩥅	thau1	
䈱	䈱	thau1	
瑫	瑫	thau1	
弢	弢	thau1	
縧	绦	thau1	
縚	绦	thau1	
絛	绦	thau1	
饕	饕	thau1	
叨	叨	thau1	承受
洮	洮	thau1	
夲	夲	thau1	
幍	幍	thau1	
詜	詜	thau1	
槄	槄	thau1	
翢	翢	thau1	
蜪	蜪	thau1	
討	讨	thau3	
槄	槄	thau3	
套	套	thau5	
桃	桃	dau2	
逃	逃	dau2	
咷	咷	dau2	
鼗	鼗	dau2	
鞀	鼗	dau2	
駣	駣	dau2	
陶	陶	dau2	
淘	淘	dau2	
萄	萄	dau2	
掏	掏	dau2	
啕	啕	dau2	
綯	绹	dau2	
醄	醄	dau2	
濤	涛	dau2	
燾	焘	dau2	
檮	梼	dau2	
䬞	𩙧	dau2	
悼	悼	dau2	
匋	匋	dau2	
裪	裪	dau2	
錭	錭	dau2	
鞉	鞉	dau2	
騊	𫘦	dau2	
蹈	蹈	dau2	眼睛或眼皮向上翻動
翢	翢	dau2	
蜪	蜪	dau2	
道	道	dau6	
衜	衜	dau6	
衟	衟	dau6	
稻	稻	dau6	
稲	稻	dau6	
蹈	蹈	dau6	
盜	盗	dau6	
導	导	dau6	
箌	箌	dau6	
纛	纛	dau6	
翿	翿	dau6	
幬	帱	dau6	
撓	挠	nau2	
鐃	铙	nau2	
猱	猱	nau2	
蝚	蝚	nau2	
獶	獶	nau2	
峱	峱	nau2	
硇	硇	nau2	
嶩	嶩	nau2	
巎	巎	nau2	
怓	怓	nau2	
譊	𫍢	nau2	
憹	𢙐	nau2	
獿	獿	nau2	
臑	臑	nau2	
訄	訄	nau2	
腦	脑	nau6	
脳	脑	nau6	
惱	恼	nau6	
悩	恼	nau6	
瑙	瑙	nau6	
嫐	嫐	nau6	
匘	匘	nau6	
堖	垴	nau6	
碯	碯	nau6	
閙	闹	nau6	
鬧	闹	nau6	
踔	踔	nau6	踔殺
淖	淖	nau6	文讀
橈	桡	nau6	
腝	腝	nau6	
吶	呐	nhau1	
呐	呐	nhau1	
勞	劳	lau2	
労	劳	lau2	
澇	涝	lau2	
癆	痨	lau2	
鐒	铹	lau2	化學元素
𤎤	𤎤	lau2	
蟧	蟧	lau2	
嶗	崂	lau2	
牢	牢	lau2	
醪	醪	lau2	
哰	哰	lau2	
憥	憥	lau2	
窂	窂	lau2	
簩	簩	lau2	
賿	賿	lau2	
顟	顟	lau2	
簝	簝	lau2	
髝	髝	lau2	
窌	窌	lau2	
老	老	lau6	
佬	佬	lau6	
𤶁	𤶁	lau6	㾸𤶁
恅	恅	lau6	
栳	栳	lau6	
咾	咾	lau6	
銠	铑	lau6	化學元素
荖	荖	lau6	
蛯	蛯	lau6	日語漢字，音同「老」
潦	潦	lau6	
轑	轑	lau6	
橑	橑	lau6	
嘮	唠	lau6	重複叮囑
嫪	嫪	lau6	
僗	僗	lau6	
橯	𣓿	lau6	
耮	耢	lau6	
髝	髝	lau6	
撈	捞	lhau1	
嘮	唠	lhau1	
糟	糟	tsau1	
蹧	糟	tsau1	
遭	遭	tsau1	
㷮	㷮	tsau1	
搔	搔	tsau1	
掻	搔	tsau1	
嘲	嘲	tsau1	嘲哳
傮	傮	tsau1	
醩	醩	tsau1	
鳭	鳭	tsau1	
罺	罺	tsau1	
鵃	鸼	tsau1	
早	早	tsau3	
棗	枣	tsau3	
蚤	蚤	tsau3	
瑵	瑵	tsau3	
璅	璅	tsau3	
找	找	tsau3	
澡	澡	tsau3	
藻	藻	tsau3	
璪	璪	tsau3	
薻	薻	tsau3	
爪	爪	tsau3	
爪	爪	tsau5	禽類用爪子撥拉；也指用手抓撓
笊	笊	tsau5	
竈	灶	tsau5	
灶	灶	tsau5	
罩	罩	tsau5	
躁	躁	tsau5	
趮	趮	tsau5	
鵫	𫛱	tsau5	
抄	抄	tshau1	
鈔	钞	tshau1	
操	操	tshau1	
撡	操	tshau1	
幧	幧	tshau1	
訬	訬	tshau1	
草	草	tshau3	
艹	艹	tshau3	
艸	艸	tshau3	
騲	騲	tshau3	騲雞
愺	愺	tshau3	
懆	懆	tshau3	
吵	吵	tshau3	
炒	炒	tshau3	
煼	煼	tshau3	
摷	摷	tshau3	
慅	慅	tshau3	
㥮	㤘	tshau3	
仯	仯	tshau3	
耖	耖	tshau5	耖田
噪	噪	tshau5	
譟	噪	tshau5	
躁	躁	tshau5	
糙	糙	tshau5	
慥	慥	tshau5	性情暴躁，不溫和
肏	肏	tshau5	
鄵	鄵	tshau5	
觘	觘	tshau5	
慅	慅	tshau5	
艁	艁	tshau5	
鼜	鼜	tshau5	
仯	仯	tshau5	
罺	罺	tshau5	
趠	趠	tshau5	
曹	曹	dzau2	
嘈	嘈	dzau2	
𩞄	𩠎	dzau2	
巢	巢	dzau2	
巣	巢	dzau2	
𤍒	𤍒	dzau2	
窼	窼	dzau2	
轈	轈	dzau2	
𨄓	𨄓	dzau2	
𩏙	𩏙	dzau2	
𥕘	𥕘	dzau2	
鄛	鄛	dzau2	
樔	樔	dzau2	
鐰	鐰	dzau2	
造	造	dzau6	造反
棹	棹	dzau6	
櫂	棹	dzau6	
𨢪	𨢪	dzau6	
騷	骚	sau1	
騒	骚	sau1	
瘙	瘙	sau1	
鰠	鳋	sau1	
臊	臊	sau1	
溞	溞	sau1	
缫	缫	sau1	
颾	𩙫	sau1	
鱢	𫚫	sau1	
艄	艄	sau1	
梢	梢	sau1	梢頭
稍	稍	sau1	稍息
哨	哨	sau1	又音
捎	捎	sau1	
筲	筲	sau1	
蕱	筲	sau1	
䈰	筲	sau1	
蛸	蛸	sau1	
弰	弰	sau1	
旓	旓	sau1	
輎	輎	sau1	
颵	颵	sau1	
慅	慅	sau1	
娋	娋	sau1	
莦	莦	sau1	
髾	髾	sau1	
掃	扫	sau3	
嫂	嫂	sau3	
少	少	sau3	文讀
埽	埽	sau3	
糔	糔	sau3	
髾	髾	sau3	
潲	潲	sau5	雨斜着落進來
喿	喿	sau5	
燥	燥	sau5	
髞	髞	sau5	
𢜶	𢜶	sau5	
掃	扫	sau5	
埽	埽	sau5	
娋	娋	sau5	
揱	揱	sau5	
皂	皂	zau2	
皁	皂	zau2	
梍	梍	zau2	
唕	唕	zau2	
唣	唣	zau2	
槽	槽	zau2	
漕	漕	zau2	
螬	螬	zau2	
艚	艚	zau2	
蓸	蓸	zau2	
褿	褿	zau2	
𤵥	𤵥	zau2	
艁	艁	zau6	
造	造	zau6	製造
高	高	kau1	
髙	高	kau1	
篙	篙	kau1	篙子
膏	膏	kau1	
羔	羔	kau1	
糕	糕	kau1	
餻	糕	kau1	
膠	胶	kau1	白讀
茭	茭	kau1	白讀 茭白
交	交	kau1	白讀 交代
珓	珓	kau1	珓背
教	教	kau1	教書
敎	教	kau1	教書
皋	皋	kau1	
皐	皋	kau1	
臯	皋	kau1	
橰	橰	kau1	
槔	槔	kau1	
鮫	鲛	kau1	
跤	跤	kau1	
櫜	櫜	kau1	
鼛	鼛	kau1	
睾	睾	kau1	
槹	槹	kau1	
鷱	鷱	kau1	
倃	倃	kau1	
絞	绞	kau3	白讀
鉸	铰	kau3	鉸鏈
杲	杲	kau3	
縞	缟	kau3	
稿	稿	kau3	
稾	稿	kau3	
藁	藁	kau3	
鎬	镐	kau3	
搞	搞	kau3	又音
皜	皜	kau3	
攪	搅	kau3	白讀
撹	搅	kau3	白讀
槀	槀	kau3	
菒	菒	kau3	
藳	藳	kau3	
夰	夰	kau3	
叫	叫	kau5	僅限於「叫花子」一詞
告	告	kau5	
吿	告	kau5	
誥	诰	kau5	
鋯	锆	kau5	化學元素
校	校	kau5	對正；使準確無誤
較	较	kau5	僅限於「計較」
覺	觉	kau5	睏覺
覚	觉	kau5	睏覺
酵	酵	kau5	
界	界	kau5	又音 僅限於「過年過界」
烄	烄	kau5	
郜	郜	kau5	
敲	敲	khau1	白讀
尻	尻	khau1	
拷	拷	khau1	
訄	訄	khau1	
烤	烤	khau3	
攷	考	khau3	
考	考	khau3	
栲	栲	khau3	
槁	槁	khau3	
熇	熇	khau3	
丂	丂	khau3	
洘	洘	khau3	
燺	燺	khau3	
祰	祰	khau3	
靠	靠	khau5	
㸆	㸆	khau5	煮；燒，俗作「烤」。
銬	铐	khau5	
鮳	鲓	khau5	「鮳」，本字當爲「薧」
薧	薧	khau5	「鮳」，本字當爲「薧」
犒	犒	khau5	
搞	搞	gau6	
攪	搅	gau6	
撹	搅	gau6	
絞	绞	gau6	
交	交	gau6	指傳家產給後代
峧	峧	gau6	
熬	熬	ngau2	
敖	敖	ngau2	
遨	遨	ngau2	
嗷	嗷	ngau2	
獒	獒	ngau2	
螯	螯	ngau2	
鰲	鳌	ngau2	
鼇	鳌	ngau2	
璈	璈	ngau2	
厫	厫	ngau2	
𦪈	𦪈	ngau2	
鷔	鷔	ngau2	
謷	謷	ngau2	
廒	廒	ngau2	
聱	聱	ngau2	
翱	翱	ngau2	
嗸	嗸	ngau2	
嶅	嶅	ngau2	
摮	摮	ngau2	
滶	滶	ngau2	
翶	翶	ngau2	
翺	翺	ngau2	
蔜	蔜	ngau2	
磝	磝	ngau2	
嫯	嫯	ngau2	
咬	咬	ngau6	
齩	咬	ngau6	
傲	傲	ngau6	
慠	慠	ngau6	
鏊	鏊	ngau6	
驁	骜	ngau6	
奡	奡	ngau6	
嫯	嫯	ngau6	
蒿	蒿	hau1	
痚	痚	hau1	痚駝
歊	歊	hau1	張口呼氣
嗃	嗃	hau1	
𤠖	𤠖	hau1	
薅	薅	hau1	
茠	茠	hau1	
好	好	hau3	
侾	侾	hau3	大侾佬
好	好	hau5	
耗	耗	hau5	
孝	孝	hau5	凡與喪事有關者一律讀[hɔ˦˦]
哮	哮	hau5	哮管
秏	秏	hau5	
豪	豪	ghau2	
毫	毫	ghau2	
壕	壕	ghau2	
蠔	蚝	ghau2	
蚝	蚝	ghau2	
號	号	ghau2	號叫
噢	噢	ghau2	句末語氣詞
浩	浩	ghau2	
嚎	嚎	ghau2	
嗥	嗥	ghau2	
噑	嗥	ghau2	
獆	嗥	ghau2	
獋	獋	ghau2	
獔	獔	ghau2	
濠	濠	ghau2	
㠙	㠙	ghau2	
皞	皞	ghau6	
皓	皓	ghau6	
暠	皓	ghau6	
悎	悎	ghau6	
鎬	镐	ghau6	西周的國都
鄗	鄗	ghau6	
昊	昊	ghau6	
顥	颢	ghau6	
灝	灏	ghau6	
昦	昦	ghau6	
晧	晧	ghau6	
暭	暭	ghau6	
薃	薃	ghau6	
夰	夰	ghau6	
滈	滈	ghau6	
鰝	鰝	ghau6	
號	号	ghau6	
号	号	ghau6	
坳	坳	au1	
凹	凹	au1	
嶴	岙	au1	
䫜	䫜	au1	䫜臉
鏖	鏖	au1	鏖糟
爊	爊	au1	
噢	噢	au1	
梎	梎	au1	
詏	𬣦	au3	毫無根據地說別人做了壞事
拗	拗	au3	
抝	拗	au3	
㑃	㑃	au3	
媼	媪	au3	
媪	媪	au3	
襖	袄	au3	
郩	郩	au3	
狕	狕	au3	
芺	芺	au3	
镺	镺	au3	
懊	懊	au5	
奧	奥	au5	
奥	奥	au5	
澳	澳	au5	
燠	燠	au5	燠飯
墺	墺	au5	
𩼈	𩼈	au5	
鐭	鐭	au5	
㜩	㜩	au5	
隩	隩	au5	
鿫	鿫	au5	化學元素
扷	扷	au5	把粉末狀的食物送進嘴裏
䯠	䯠	au5	
岰	岰	au5	
垇	垇	au5	
乢	乢	au5	
袎	袎	au5	
靿	靿	au5	
镺	镺	au5	
巴	巴	po1	
芭	芭	po1	
笆	笆	po1	
靶	靶	po1	
蚆	蚆	po1	
吧	吧	po1	
疤	疤	po1	
豝	豝	po1	
𧲧	𧲧	po1	
㿬	㿬	po1	
羓	羓	po1	
粑	粑	po1	
岜	岜	po1	
把	把	po3	
鈀	钯	po3	化學元素
膀	膀	po3	又音 僅限於「翼梢膀」
撥我	拨我	po3	合音
霸	霸	po5	
壩	坝	po5	
𩨜	𩨜	po5	
灞	灞	po5	
弝	弝	po5	
欛	欛	po5	
覇	覇	po5	
𩈆	𩈆	pho1	
妑	妑	pho1	
舥	舥	pho1	
怕	怕	pho5	
帊	帊	pho5	
葩	葩	bo2	
扒	扒	bo2	
朳	朳	bo2	用手或耙子一類的工具撥物
爬	爬	bo2	
琶	琶	bo2	
潖	潖	bo2	
杷	杷	bo2	
𥝧	𥝧	bo2	
罷	罢	bo2	白讀
耙	耙	bo2	
掱	掱	bo2	
筢	筢	bo2	
巴	巴	bo2	下巴
跁	跁	bo6	
稗	稗	bo6	
䶕	𫜨	bo6	䶕牙
無	无	mo2	南無阿彌陀佛
无	无	mo2	南無阿彌陀佛
麻	麻	mo2	
蔴	麻	mo2	
𩞁	𩞁	mo2	𩞁餈
𣻕	𣻕	mo2	有些食物用水燒開後表層浮起的許多小泡沫
䗫	䗫	mo2	䗫𧉹
痲	痲	mo2	
䳸	䳸	mo2	
蟆	蟆	mo2	
蟇	蟆	mo2	
媽	妈	mo2	僅限於「姨媽頭」
嬤	嬷	mo2	
犘	犘	mo2	
馬	马	mo6	
碼	码	mo6	
螞	蚂	mo6	
瑪	玛	mo6	
嗎	吗	mo6	化學用字
鰢	鰢	mo6	
獁	犸	mo6	
鷌	鷌	mo6	
駡	骂	mo6	
罵	骂	mo6	
傌	骂	mo6	
禡	祃	mo6	
榪	杩	mo6	
鬕	鬕	mo6	
嬤	嬷	mho1	嬤嬤
朵	朵	to1	量詞
朶	朵	to1	量詞
挆	挆	to3	
挅	挆	to3	
䒳	䒳	to3	
哚	哚	to3	化學用字
㙐	㙐	to3	
躲	躲	to3	
躱	躲	to3	
跺	跺	to3	
跥	跺	to3	
剁	剁	to3	
刴	剁	to3	
垛	垛	to3	
垜	垛	to3	
埵	埵	to3	
打	打	to3	僅限於「打發」
朵	朵	to3	
朶	朵	to3	
搭我	搭我	to3	合音
桗	桗	to5	
跺	跺	tho3	①用腳底摩擦 ②用手指摩擦使分離
跥	跺	tho3	①用腳底摩擦 ②用手指摩擦使分離
湯	汤	tho3	僅限於「汗出湯𤃀」
朵	朵	do6	僅限於「鮮朵朵」
朶	朵	do6	僅限於「鮮朵朵」
哚	哚	do6	形容哭聲、流水聲等
大	大	do6	僅限於「大家」一詞
唾	唾	do6	饞唾水
哪	哪	no2	哪吒
摣	摣	no2	
詉	詉	no2	
囡	囡	no2	僅限於「兒囡」、「囡疏」二詞
拿	拿	no2	
挐	拿	no2	
拏	拿	no2	
嗱	嗱	no2	
𤔀	𤔀	no2	
笯	笯	no2	
蒘	蒘	no2	
挪	挪	no6	油挪挪
𤸻	𤸻	no6	
拿	拿	nho1	又音
挐	拿	nho1	又音
拏	拿	nho1	又音
嚕	噜	lho5	哩哩嚕嚕
查	查	tso1	姓氏
査	查	tso1	姓氏
渣	渣	tso1	
揸	揸	tso1	又音
齇	齄	tso1	
齄	齄	tso1	
皻	皻	tso1	
樝	樝	tso1	
浾	浾	tso1	
遮	遮	tso1	
抓	抓	tso1	白讀
檛	檛	tso1	
膼	膼	tso1	
蚱	蚱	tso1	
𨰵	𨰵	tso1	
蔗	蔗	tso1	
吒	吒	tso1	哪吒
鷓	鹧	tso1	
抯	抯	tso1	
奓	奓	tso1	
觰	觰	tso1	
簻	簻	tso1	
揸	揸	tso3	用五指捉物
喌	喌	tso3	
厏	厏	tso3	
謯	𫍹	tso3	
觰	觰	tso3	
乍	乍	tso5	
炸	炸	tso5	
詐	诈	tso5	
柞	柞	tso5	
榨	榨	tso5	
搾	搾	tso5	
醡	醡	tso5	
樜	樜	tso5	
嗻	嗻	tso5	
蟅	蟅	tso5	
膪	膪	tso5	
柘	柘	tso5	
奼	奼	tso5	
灹	灹	tso5	
笮	笮	tso5	
奓	奓	tso5	
車	车	tsho1	
叉	叉	tsho1	
杈	杈	tsho1	
汊	汊	tsho1	
衩	衩	tsho1	
紁	紁	tsho1	古同「衩」
釵	钗	tsho1	軋釵
䟕	䟕	tsho1	踩；腳踏人
芆	芆	tsho1	
差	差	tsho1	
鎈	𫟿	tsho1	
餷	馇	tsho1	
鯧	鲳	tsho1	白讀 鯧魚
艖	艖	tsho1	
靫	靫	tsho1	
扯	扯	tsho3	
撦	扯	tsho3	
奲	奲	tsho3	
姹	姹	tsho3	
岔	岔	tsho5	
瘥	瘥	tsho5	
差	差	tsho5	病情有所好轉
詫	诧	tsho5	
咤	咤	tsho5	
厈	厈	tsho5	
訍	訍	tsho5	
姹	姹	tsho5	
查	查	dzo2	
査	查	dzo2	
碴	碴	dzo2	
楂	楂	dzo2	山楂
喳	喳	dzo2	
𤵾	𤵾	dzo2	𤵾亂
垞	垞	dzo2	
茬	茬	dzo2	
茶	茶	dzo2	
𨃓	𨃓	dzo2	
搽	搽	dzo2	
𡨀	𡨀	dzo2	
蛇	蛇	dzo2	
虵	蛇	dzo2	
闍	阇	dzo2	
遮	遮	dzo2	遮蔭遮日
梌	梌	dzo2	
秅	秅	dzo2	
鍦	鍦	dzo2	
猹	猹	dzo2	
社	社	dzo6	
槎	槎	dzo6	
痄	痄	dzo6	
厏	厏	dzo6	
乍	乍	dzo6	
鮓	鲊	dzo6	
砟	砟	dzo6	
蜡	蜡	dzo6	
侘	侘	dzo6	
紗	纱	so1	
沙	沙	so1	
鯊	鲨	so1	
砂	砂	so1	
莎	莎	so1	
痧	痧	so1	
挱	挲	so1	
挲	挲	so1	
裟	裟	so1	
𧋊	𧋊	so1	
硰	硰	so1	
桬	桬	so1	
賒	赊	so1	
賖	赊	so1	
稍	稍	so1	稍勢
蓑	蓑	so1	
簑	蓑	so1	
啥	啥	so1	
奢	奢	so1	
畲	畲	so1	
舍	舍	so1	
舎	舍	so1	
猞	猞	so1	
髿	髿	so1	
魦	𫚌	so1	
所	所	so3	
捨	舍	so3	
舍	舍	so3	
舎	舍	so3	
𤙱	𤙱	so3	
𧌖	𧌖	so3	
涻	涻	so3	
赦	赦	so3	
騇	騇	so3	
沙	沙	so5	滑行
厙	厙	so5	
廈	厦	so5	前廊後廈
騇	騇	so5	
佘	佘	zo2	
婼	婼	zo2	
惹	惹	zo6	
若	若	zo6	
射	射	zo6	斜看着
麝	麝	zo6	
偌	偌	zo6	
渃	渃	zo6	
家	家	ko1	白讀
傢	傢	ko1	
𠺢	𠺢	ko1	𠺢𠺢雞 兒童用語
加	加	ko1	白讀
嘉	嘉	ko1	白讀
枷	枷	ko1	
架	架	ko1	量詞，塊
假	假	ko3	真假
叚	假	ko3	真假
假	假	ko5	放假
架	架	ko5	白讀
嫁	嫁	ko5	白讀
價	价	ko5	白讀
抲	抲	kho5	
揢	揢	kho5	
㰤	㰤	kho5	「㰤㰤」睡覺，兒童用語
咖	咖	go2	①形容罵聲、鼾聲、水聲等②名詞。開水，兒童用語
茶	茶	go2	兒童用語「茶茶」
牙	牙	ngo2	
芽	芽	ngo2	
衙	衙	ngo2	
蚜	蚜	ngo2	
我	我	ngo6	
瓦	瓦	ngo6	
佤	佤	ngo6	
邷	邷	ngo6	
砑	砑	ngo6	摩擦；碾壓
啞	啞	nko5	啞啞船 兒童用語
霞	霞	gho2	白讀，地名 霞浦漲
厦	厦	gho6	白讀
廈	厦	gho6	白讀
下	下	gho6	白讀 下頭
丅	下	gho6	白讀
雫	雫	gho6	日語漢字，音同「下」
下	下	gho6	白讀 下飯
嗄	嗄	gho6	「下飯」也作「嗄飯」
夏	夏	gho6	白讀
暇	暇	gho6	白讀
芐	芐	gho6	
丫	丫	o1	
吖	吖	o1	表示疼痛
椏	桠	o1	
枒	桠	o1	
鴉	鸦	o1	白讀 老鴉
鵶	鸦	o1	白讀 老鴉
哦	哦	o1	
阿	阿	o1	僅限於「阿彌陀佛」一詞
堊	垩	o1	
家	家	o1	又音 僅限於「頭家」
啞	哑	o3	
瘂	哑	o3	
唖	哑	o3	
𦫪	𦫪	o3	
惑	惑	o3	又音 僅限於「疑心疑惑」
掗	挜	o5	掗賣
下	下	o5	①使；投入②裝入③施（肥）
標	标	piau1	
彪	彪	piau1	
膘	膘	piau1	
臕	膘	piau1	
脿	膘	piau1	
蔈	蔈	piau1	
幖	幖	piau1	
熛	熛	piau1	
瘭	瘭	piau1	
滮	滮	piau1	液體激射，本字作「淲」
淲	淲	piau1	液體激射，本字作「淲」
猋	猋	piau1	
飆	飙	piau1	
飊	飊	piau1	
飈	飚	piau1	
颮	飑	piau1	
驫	骉	piau1	
贆	贆	piau1	
鑣	镖	piau1	
鏢	镖	piau1	
瀌	瀌	piau1	
髟	髟	piau1	
儦	儦	piau1	
杓	杓	piau1	
爂	爂	piau1	
表	表	piau3	
錶	表	piau3	
裱	裱	piau3	
婊	婊	piau3	
㟽	㟽	piau3	
褾	褾	piau3	
俵	俵	piau5	
飄	飘	phiau1	
飃	飘	phiau1	
彯	彯	phiau1	
漂	漂	phiau1	
嘌	嘌	phiau1	化學用字
慓	慓	phiau1	
螵	螵	phiau1	
旚	旚	phiau1	
僄	僄	phiau1	
犥	犥	phiau1	
翲	翲	phiau1	
縹	缥	phiau3	
漂	漂	phiau3	漂白
瞟	瞟	phiau3	
𧢄	𫌬	phiau3	
醥	醥	phiau3	
皫	皫	phiau3	
麃	麃	phiau3	
犥	犥	phiau3	
篻	篻	phiau3	
顠	顠	phiau3	
票	票	phiau5	
漂	漂	phiau5	漂亮
驃	骠	phiau5	
勡	勡	phiau5	
僄	僄	phiau5	
翲	翲	phiau5	
瓢	瓢	biau2	
剽	剽	biau2	
薸	薸	biau2	浮萍，長在河渠、池塘中，葉橢圓形或倒卵形，扁平，表面綠色，背面紫紅色，花白色
殍	殍	biau6	
摽	摽	biau6	
嫖	嫖	biau6	
藨	藨	biau6	
顠	顠	biau6	
鰾	鳔	biau6	
苗	苗	miau2	
描	描	miau2	
鶓	鹋	miau2	
緢	緢	miau2	
篻	篻	miau2	
鷚	鹨	miau2	
秒	秒	miau6	
杪	杪	miau6	
眇	眇	miau6	
緲	缈	miau6	
渺	渺	miau6	
淼	渺	miau6	
藐	藐	miau6	
瞄	瞄	miau6	
篎	篎	miau6	
訬	訬	miau6	
廟	庙	miau6	
庿	庿	miau6	
妙	妙	miau6	
玅	妙	miau6	
謬	谬	miau6	
繆	缪	miau6	
瞄	瞄	mhiau1	瞥；掃視
喵	喵	mhiau1	
刁	刁	tiau1	
叼	叼	tiau1	
貂	貂	tiau1	
蛁	蛁	tiau1	
雕	雕	tiau1	
鵰	雕	tiau1	
彫	雕	tiau1	
琱	雕	tiau1	
瞗	瞗	tiau1	
凋	凋	tiau1	
碉	碉	tiau1	
鯛	鲷	tiau1	
奝	奝	tiau1	
釣	钓	tiau1	
髫	髫	tiau1	
䘟	䘟	tiau1	
窵	窎	tiau1	窵角
弴	弴	tiau1	
鳥	鸟	tiau3	白讀
隝	隝	tiau3	
屌	屌	tiau3	
伄	伄	tiau3	
鵃	鸼	tiau3	
吊	吊	tiau5	
弔	吊	tiau5	
盄	盄	tiau5	油盄
銱	铞	tiau5	
瘹	瘹	tiau5	
伄	伄	tiau5	
挑	挑	thiau1	
佻	佻	thiau1	
銚	铫	thiau1	
𠛪	𠛪	thiau1	
䄻	䄻	thiau1	
恌	恌	thiau1	
祧	祧	thiau1	
庣	庣	thiau1	
聎	聎	thiau1	
糶	粜	thiau1	
脁	脁	thiau1	
𣂀	𣂀	thiau3	
挑	挑	thiau3	給人機會或好處
朓	朓	thiau3	
窱	窱	thiau3	
跳	跳	thiau5	
趒	趒	thiau5	
䠷	䠷	thiau5	出䠷
眺	眺	thiau5	
覜	眺	thiau5	
絩	絩	thiau5	
粜	粜	thiau5	
窱	窱	thiau5	
條	条	diau2	
鰷	鲦	diau2	
鞗	鞗	diau2	
鎥	鎥	diau2	
樤	𣔌	diau2	
鋚	鋚	diau2	
迢	迢	diau2	
苕	苕	diau2	
笤	笤	diau2	
齠	龆	diau2	
岧	岧	diau2	
芀	芀	diau2	
調	调	diau2	
蜩	蜩	diau2	
嬥	嬥	diau2	
鮡	鮡	diau2	
嬥	嬥	diau6	
窕	窕	diau6	
誂	𫍥	diau6	
調	调	diau6	
掉	掉	diau6	
鋽	鋽	diau6	
蓧	𦰏	diau6	
藋	藋	diau6	
莜	莜	diau6	
銚	铫	diau6	銅銚
療	疗	liau2	
瞭	瞭	liau2	
撩	撩	liau2	
繚	缭	liau2	
遼	辽	liau2	
𢿞	𢿞	liau2	長𢿞𢿞
燎	燎	liau2	
蹽	蹽	liau2	
僚	僚	liau2	
嘹	嘹	liau2	
寮	寮	liau2	
鷯	鹩	liau2	
嫽	嫽	liau2	
膫	膫	liau2	
潦	潦	liau2	
獠	獠	liau2	
蟟	蟟	liau2	
暸	暸	liau2	
嶚	嶚	liau2	
飉	飉	liau2	
竂	竂	liau2	
寥	寥	liau2	
廖	廖	liau2	
蓼	蓼	liau2	
漻	漻	liau2	
豂	豂	liau2	
聊	聊	liau2	
窷	窷	liau2	
敹	敹	liau2	
膋	膋	liau2	
憀	憀	liau2	
橑	橑	liau2	
熮	熮	liau2	
璙	璙	liau2	
簝	簝	liau2	
翏	翏	liau2	
髎	髎	liau2	
䩍	䩍	liau6	䩍白
瞭	了	liau6	
了	了	liau6	
釕	钌	liau6	化學元素
憭	憭	liau6	
𨣀	𨣀	liau6	
镽	镽	liau6	
鄝	鄝	liau6	
爒	爒	liau6	
璙	璙	liau6	
料	料	liau6	
炓	炓	liau6	
鐐	镣	liau6	
𣩢	𣩢	liau6	
尞	尞	liau6	
熮	熮	liau6	
昭	昭	ciau1	
詔	诏	ciau1	
招	招	ciau1	
鉊	鉊	ciau1	
朝	朝	ciau1	明朝
椒	椒	ciau1	
焦	焦	ciau1	
蕉	蕉	ciau1	
𩏷	𫃗	ciau1	
僬	僬	ciau1	
噍	噍	ciau1	
燋	燋	ciau1	
